,Area,temperature,date,name,population,co2,electric_prod,agriculture,forest
1410,Cyprus,0.625,2004.0,CYP,1010410.0,7780.00020980835,3946.9126394236,1560.0,1721.02
1412,Dominican Republic,0.779,2004.0,DOM,8974444.0,17280.0006866455,1128.53787933826,24170.0,20127.3
1414,Estonia,1.204,2004.0,EST,1362550.0,17020.0004577637,5429.52552199919,7704.0,22777.42
1415,Ethiopia,0.887,2004.0,ETH,74239508.0,5329.99992370605,30.7787600101014,331010.0,182365.0
1417,France,0.978,2004.0,FRA,62704901.0,377790.008544922,7661.49044713427,294584.0,157404.0
1419,Gabon,0.724,2004.0,GAB,1353788.0,6090.00015258789,915.948435057779,20872.36,236797.64
1420,Georgia,0.961,2004.0,GEO,3927340.0,3369.99988555908,1814.45965971879,24920.0,27853.2
1421,Ghana,0.729,2004.0,GHA,21272328.0,6679.99982833862,216.901506971874,142676.62,84863.38
1422,Greece,0.414,2004.0,GRC,10955141.0,99839.9963378906,5200.02435386272,80800.0,37208.59
1424,Guatemala,0.666,2004.0,GTM,12682108.0,10750.0,486.906435428558,48000.0,40145.6
1426,Haiti,0.858,2004.0,HTI,9047082.0,1669.99995708466,28.2964164578148,16700.0,3797.42
1427,Honduras,0.614,2004.0,HND,7282953.0,7559.99994277954,538.92974456927,31400.0,66971.5
1428,Iceland,1.237,2004.0,ISL,292074.0,2319.9999332428,28215.4522484028,18840.0,357.66
1429,Indonesia,0.517,2004.0,IDN,223285666.0,341239.990234375,474.374382814166,533660.0,1006316.8
1430,Iraq,0.99,2004.0,IRQ,26313838.0,88110.0006103516,1202.25715458156,86900.0,8208.0
1432,Italy,0.752,2004.0,ITA,57685327.0,472399.993896484,5687.99757345572,148830.0,86327.66
1433,Japan,1.108,2004.0,JPN,127761000.0,1209849.97558594,8393.25772340542,47140.0,249120.0
1434,Kazakhstan,2.185,2004.0,KAZ,15012984.0,158029.998779297,3859.19281603178,2126705.0,31270.273
1436,Latvia,1.027,2004.0,LVA,2263122.0,7619.99988555908,2607.4599601789,16420.0,32934.48
1438,Libya,0.784,2004.0,LBY,5710163.0,48459.9990844727,3106.21605722989,153850.0,2170.0
1439,Lithuania,0.878,2004.0,LTU,3377075.0,11909.9998474121,3196.8493444771,26043.0,20800.0
1441,Malaysia,0.654,2004.0,MYS,25190647.0,158270.004272461,2984.36161643645,71317.0,193938.7
1447,Morocco,1.286,2004.0,MAR,30115196.0,40990.0016784668,612.282251126641,300410.0,55737.52
1448,Myanmar,0.577,2004.0,MMR,48564489.0,10149.9996185303,80.5115029625865,110820.0,334972.66
1450,Netherlands,1.157,2004.0,NLD,16281779.0,172119.995117188,6882.97022088311,19494.0,3650.92
1452,Nicaragua,0.693,2004.0,NIC,5364930.0,4530.00020980835,392.549390206396,52370.0,49148.52
1453,Nigeria,0.807,2004.0,NGA,135320420.0,98730.0033569336,123.632486508688,668371.84,242398.16
1454,Norway,1.315,2004.0,NOR,4591910.0,37340.0001525879,24214.1069838041,10400.0,121086.0
1456,Panama,0.674,2004.0,PAN,3269356.0,5610.0001335144,1424.13368259682,22326.0,43964.8
1457,Paraguay,0.414,2004.0,PRY,5730556.0,3970.00002861023,824.352820215002,181069.26,216230.74
1458,Philippines,0.543,2004.0,PHL,84710544.0,75139.9993896484,575.253064128593,114700.0,71214.44
1459,Poland,0.783,2004.0,POL,38182222.0,301850.006103516,3416.11863238342,163270.0,91670.0
1461,Russian Federation,1.403,2004.0,RUS,144067316.0,1600979.98046875,5633.84550039094,2159800.0,8116153.4
1463,Saudi Arabia,1.001,2004.0,SAU,23132686.0,299890.014648438,6352.39677744297,1737090.0,9770.0
1467,Slovenia,0.756,2004.0,SVN,1997012.0,15699.9998092651,6830.70507337963,4920.0,12386.0
1469,Spain,0.961,2004.0,ESP,42921895.0,335559.997558594,5892.30741093794,290710.0,176744.94
1471,Suriname,1.098,2004.0,SUR,493680.0,1389.99998569489,2592.77264624858,775.0,153244.66
1472,Sweden,1.202,2004.0,SWE,8993531.0,53590.0001525879,15420.9731416948,31840.0,281270.0
1473,Syrian Arab Republic,0.627,2004.0,SYR,17827827.0,46360.0006103516,1397.53431531504,139050.0,4560.8
1474,Thailand,0.497,2004.0,THA,64995303.0,210190.002441406,1827.23973146183,195550.0,194280.0
1475,Togo,0.851,2004.0,TGO,5467770.0,1779.99997138977,107.35638112064,34550.0,12566.264
1477,Tunisia,1.11,2004.0,TUN,10022278.0,22479.9995422363,1034.59512897168,98300.0,6756.82
1478,Turkmenistan,1.676,2004.0,TKM,4703396.0,49369.9989318848,1913.72361587245,350500.0,41270.0
1480,Ukraine,0.922,2004.0,UKR,47451626.0,307140.014648438,3151.14596916026,413540.0,95252.0
1481,United Kingdom,1.019,2004.0,GBR,59987905.0,543080.017089844,6138.75413718816,170510.0,29960.0
1482,Uruguay,0.425,2004.0,URY,3321486.0,5460.00003814697,1930.46124535825,148290.0,15139.2
1483,Uzbekistan,1.909,2004.0,UZB,25864350.0,124839.996337891,1765.48028463889,266840.0,31167.166
1484,Zimbabwe,-0.027,2004.0,ZWE,12019911.0,9770.00045776367,855.746768840468,160000.0,181817.0
1486,Algeria,1.346,2005.0,DZA,33149720.0,94190.0024414063,890.625923838874,412110.0,17485.0
1489,Armenia,0.529,2005.0,ARM,2981262.0,4460.00003814697,1521.50330967221,16050.0,3316.0
1490,Australia,1.144,2005.0,AUS,20394800.0,370089.996337891,10458.4501931865,4102300.0,1306801.0
1491,Azerbaijan,0.88,2005.0,AZE,8391850.0,30040.0009155273,2388.38873430769,47586.0,10098.573
1492,Bahrain,1.114,2005.0,BHR,889157.0,20690.0005340576,21325.8176002663,87.0,4.45
1494,Belgium,1.193,2005.0,BEL,10478617.0,110610.000610352,8509.99707308703,13830.0,6785.85
1497,Bosnia and Herzegovina,0.15,2005.0,BIH,3765332.0,16229.9995422363,2389.69631363184,21570.0,21071.55
1498,Brazil,1.202,2005.0,BRA,186127108.0,331690.002441406,2015.79986940967,2288420.0,5313346.5
1499,Brunei Darussalam,0.867,2005.0,BRN,365112.0,4989.99977111816,8463.15651087885,110.0,3885.0
1502,Cameroon,1.05,2005.0,CMR,17733408.0,5019.99998092651,186.427786469471,92130.0,212489.85
1505,Chile,0.102,2005.0,CHL,16182713.0,55970.0012207031,3095.64904228358,158850.0,162711.6
1506,Colombia,0.761,2005.0,COL,42647731.0,57639.9993896484,909.216014329109,425570.0,617716.45
1507,Costa Rica,0.577,2005.0,CRI,4285504.0,6269.99998092651,1721.15111781485,18050.0,28642.1
1508,Croatia,0.29,2005.0,HRV,4310145.0,21450.0007629395,3582.24607292794,12110.0,19025.0
1509,Cyprus,0.348,2005.0,CYP,1027657.0,7900.00009536743,4099.61689552059,1670.0,1722.25
1511,Dominican Republic,0.974,2005.0,DOM,9097262.0,18690.0005340576,1234.65719685769,24170.0,20227.95
1513,Estonia,1.612,2005.0,EST,1354775.0,17229.9995422363,5531.54582864313,8819.0,22874.55
1514,Ethiopia,1.128,2005.0,ETH,76346310.0,5050.00019073486,33.5314175629444,335910.0,181635.0
1516,France,1.025,2005.0,FRA,63179356.0,380660.003662109,7652.86369807252,293904.0,158535.0
1518,Gabon,0.665,2005.0,GAB,1390550.0,6059.99994277954,916.184243644601,20922.95,236747.05
1519,Georgia,0.59,2005.0,GEO,3902469.0,4239.99977111816,1916.47902904546,25200.0,27915.0
1520,Ghana,0.963,2005.0,GHA,21814648.0,7039.99996185303,242.772654410926,143582.3,83957.7
1521,Greece,0.308,2005.0,GRC,10987314.0,101949.996948242,5297.20002541112,80050.0,37510.163
1523,Guatemala,0.813,2005.0,GTM,12948292.0,11529.9997329712,486.164507257019,45620.0,39659.0
1525,Haiti,1.045,2005.0,HTI,9195289.0,1700.00004768372,37.3017096036895,16700.0,3795.15
1526,Honduras,1.088,2005.0,HND,7458982.0,6969.99979019165,573.40264395329,31500.0,66768.7
1527,Iceland,0.458,2005.0,ISL,296734.0,2289.99996185303,27988.0296831506,18820.0,372.5
1528,Indonesia,0.669,2005.0,IDN,226289468.0,342149.993896484,500.650785921685,518460.0,1004696.0
1529,Iraq,0.443,2005.0,IRQ,26922279.0,85129.997253418,836.519077749696,93900.0,8215.0
1531,Italy,0.568,2005.0,ITA,57969484.0,473829.986572266,5731.1015568122,147360.0,86986.45
1532,Japan,0.726,2005.0,JPN,127773000.0,1212819.94628906,8539.01058909159,46920.0,249210.0
1533,Kazakhstan,1.571,2005.0,KAZ,15147029.0,169210.006713867,4012.07391891836,2122860.0,31195.527
1535,Latvia,1.353,2005.0,LVA,2238799.0,7710.00003814697,2777.38198024923,17340.0,33065.6
1537,Libya,0.759,2005.0,LBY,5798615.0,52990.0016784668,3427.88752141675,153850.0,2170.0
1538,Lithuania,1.201,2005.0,LTU,3322528.0,12829.9999237061,3187.03107994876,28370.0,20950.0
1540,Malaysia,0.857,2005.0,MYS,25690615.0,167419.998168945,2873.73424108376,71344.1,193195.0
1546,Morocco,1.437,2005.0,MAR,30455563.0,43580.0018310547,634.465368445167,299890.0,55905.55
1547,Myanmar,0.874,2005.0,MMR,48949931.0,10720.0002670288,74.8519951948451,112630.0,331545.55
1549,Netherlands,1.245,2005.0,NLD,16319868.0,167929.992675781,6912.37208536246,19377.0,3664.9
1551,Nicaragua,0.948,2005.0,NIC,5438692.0,4340.00015258789,412.415338099675,53060.0,47937.35
1552,Nigeria,1.249,2005.0,NGA,138865014.0,98720.0012207031,129.327031213204,670004.9,240765.1
1553,Norway,1.78,2005.0,NOR,4623291.0,36349.9984741211,25083.2145326781,10360.0,121075.0
1555,Panama,0.72,2005.0,PAN,3330222.0,7119.99988555908,1455.15824470561,22300.0,43850.65
1556,Paraguay,0.6,2005.0,PRY,5824095.0,3700.00004768372,859.532682760154,184490.7,212809.3
1557,Philippines,0.646,2005.0,PHL,86326251.0,76669.9981689453,576.302103053218,113550.0,70744.9
1558,Poland,0.885,2005.0,POL,38165445.0,301350.006103516,3437.32399818737,159060.0,91940.0
1560,Russian Federation,1.71,2005.0,RUS,143518814.0,1611979.98046875,5770.10063642248,2156800.0,8122020.5
1562,Saudi Arabia,0.58,2005.0,SAU,23816175.0,315290.008544922,6615.04208799272,1737170.0,9770.0
1566,Slovenia,0.506,2005.0,SVN,2000474.0,15920.0000762939,6917.8604670693,5090.0,12400.0
1568,Spain,0.857,2005.0,ESP,43653155.0,350500.0,6111.21922344445,291640.0,178196.35
1570,Suriname,1.398,2005.0,SUR,499461.0,1690.00005722046,2764.98064913977,728.0,153203.65
1571,Sweden,1.827,2005.0,SWE,9029572.0,50209.9990844727,15430.9639482359,32160.0,281180.0
1572,Syrian Arab Republic,0.234,2005.0,SYR,18361178.0,57220.0012207031,1497.88864309251,138280.0,4620.8
1573,Thailand,0.84,2005.0,THA,65416189.0,217770.004272461,1914.80124285443,196100.0,195355.0
1574,Togo,1.085,2005.0,TGO,5611643.0,1750.0,109.415370863756,32500.0,12536.67
1576,Tunisia,1.24,2005.0,TUN,10106778.0,22969.9993133545,1083.53028037224,98240.0,6776.4
1577,Turkmenistan,1.336,2005.0,TKM,4754652.0,50590.0001525879,2051.67486495331,348800.0,41270.0
1579,Ukraine,1.027,2005.0,UKR,47105171.0,295410.003662109,3246.03428358216,413040.0,95290.0
1580,United Kingdom,1.104,2005.0,GBR,60401206.0,540919.982910156,6270.98405949047,169560.0,30065.0
1581,Uruguay,0.752,2005.0,URY,3321799.0,5420.00007629395,2001.92726892867,148320.0,15501.5
1582,Uzbekistan,1.353,2005.0,UZB,26167000.0,119190.002441406,1717.20105476363,265030.0,31555.305
1583,Zimbabwe,1.124,2005.0,ZWE,12076697.0,10510.0002288818,891.882937859582,161000.0,181356.3
1585,Algeria,1.482,2006.0,DZA,33641007.0,99809.9975585938,862.429593739569,411810.0,17824.0
1588,Armenia,1.7,2006.0,ARM,2958301.0,4489.99977111816,1639.79257012725,17564.0,3313.92
1589,Australia,0.643,2006.0,AUS,20697900.0,375489.990234375,10490.48454191,4093020.0,1304533.0
1590,Azerbaijan,1.556,2006.0,AZE,8484550.0,30489.9997711182,2552.28621435433,47560.0,10143.848
1591,Bahrain,1.851,2006.0,BHR,958423.0,22489.9997711182,21508.2484456237,85.5,4.6
1593,Belgium,1.393,2006.0,BEL,10547958.0,108650.001525879,8683.67128500132,13800.0,6808.42
1596,Bosnia and Herzegovina,0.627,2006.0,BIH,3765422.0,17909.9998474121,2384.5932806469,21590.0,21062.56
1597,Brazil,0.882,2006.0,BRA,188167353.0,335619.995117188,2072.36268025729,2289510.0,5273838.6
1598,Brunei Darussalam,0.541,2006.0,BRN,370262.0,7519.99998092651,8431.86716433228,103.0,3868.0
1601,Cameroon,1.071,2006.0,CMR,18223677.0,5090.00015258789,245.669411282915,92130.0,211792.84
1604,Chile,0.488,2006.0,CHL,16354507.0,57150.0015258789,3222.41446960156,158000.0,163619.8
1605,Colombia,0.587,2006.0,COL,43200901.0,57689.998626709,961.04477080235,421740.0,615788.74
1606,Costa Rica,0.551,2006.0,CRI,4345421.0,6559.99994277954,1822.83833948425,18150.0,28656.08
1607,Croatia,0.724,2006.0,HRV,4311159.0,21610.0006103516,3744.4687147934,12300.0,19060.0
1608,Cyprus,0.638,2006.0,CYP,1045508.0,8000.0,4238.13112859969,1570.0,1723.48
1610,Dominican Republic,1.058,2006.0,DOM,9218681.0,20370.0008392334,1330.2336852745,24170.0,20328.6
1612,Estonia,1.26,2006.0,EST,1346810.0,15979.9995422363,5869.42478894573,8985.0,22971.68
1613,Ethiopia,0.988,2006.0,ETH,78489205.0,5400.00009536743,37.4828614966861,342190.0,180905.0
1615,France,1.31,2006.0,FRA,63621376.0,371549.987792969,7540.29589048813,293127.0,159666.0
1617,Gabon,0.658,2006.0,GAB,1430144.0,5440.00005722046,945.359348429249,20973.54,236696.46
1618,Georgia,1.337,2006.0,GEO,3880347.0,4699.99980926514,1769.17167459508,25180.0,27976.8
1619,Ghana,0.975,2006.0,GHA,22379057.0,8510.00022888184,293.220576720458,144487.98,83052.02
1620,Greece,0.34,2006.0,GRC,11020362.0,100699.996948242,5434.57646854069,78630.0,37811.736
1622,Guatemala,0.587,2006.0,GTM,13213330.0,11520.0004577637,540.439086891798,43000.0,39172.4
1624,Haiti,0.954,2006.0,HTI,9344784.0,1720.00002861023,37.6680723706401,16700.0,3792.88
1625,Honduras,0.682,2006.0,HND,7634295.0,7969.99979019165,583.943900517337,31600.0,66565.9
1626,Iceland,1.038,2006.0,ISL,303782.0,2329.99992370605,31328.3868036948,18810.0,387.34
1627,Indonesia,0.386,2006.0,IDN,229318262.0,364470.001220703,516.033912728677,515000.0,1003075.2
1628,Iraq,1.519,2006.0,IRQ,27448124.0,82959.9990844727,981.852165925802,89900.0,8222.0
1630,Italy,0.854,2006.0,ITA,58143979.0,466649.993896484,5833.46729676,142030.0,87645.24
1631,Japan,0.378,2006.0,JPN,127854000.0,1189520.01953125,8542.47813912744,46710.0,249300.0
1632,Kazakhstan,1.453,2006.0,KAZ,15308085.0,185300.003051758,4261.21229402633,2118765.0,31120.78
1634,Latvia,1.079,2006.0,LVA,2218357.0,8199.99980926514,2966.60997305664,18550.0,33196.72
1636,Libya,0.848,2006.0,LBY,5886874.0,52919.9981689453,3792.33528694516,153850.0,2170.0
1637,Lithuania,0.917,2006.0,LTU,3269909.0,13020.0004577637,3353.3043274293,27907.0,21100.0
1639,Malaysia,0.566,2006.0,MYS,26201954.0,174100.006103516,3065.57289582296,70752.0,192451.3
1644,Montenegro,0.511,2006.0,MNE,615025.0,2180.0000667572,6451.77025324174,5150.0,7466.0
1645,Morocco,1.641,2006.0,MAR,30804689.0,45000.0,688.174452921761,299460.0,56073.58
1646,Myanmar,0.777,2006.0,MMR,49301049.0,9970.00026702881,88.3348344170121,115970.0,328118.44
1648,Netherlands,1.498,2006.0,NLD,16346101.0,163699.996948242,7025.83447881547,19196.0,3678.88
1650,Nicaragua,0.662,2006.0,NIC,5513757.0,4550.00019073486,424.755751840351,52000.0,46726.18
1651,Nigeria,1.328,2006.0,NGA,142538305.0,88769.9966430664,111.75241630662,671637.96,239132.04
1652,Norway,1.519,2006.0,NOR,4660677.0,37200.0007629395,24099.9322630596,10350.0,121064.0
1654,Panama,0.622,2006.0,PAN,3391673.0,7489.99977111816,1478.0316380736,22244.0,43736.5
1655,Paraguay,0.992,2006.0,PRY,5913212.0,3950.00004768372,916.084185718354,187912.14,209387.86
1656,Philippines,0.686,2006.0,PHL,87888675.0,69470.0012207031,567.740951834807,115800.0,70275.36
1657,Poland,0.84,2006.0,POL,38141267.0,314089.996337891,3584.96218806785,159570.0,92210.0
1659,Russian Federation,0.558,2006.0,RUS,143049637.0,1654849.97558594,6098.53347618072,2154880.0,8127887.6
1661,Saudi Arabia,1.205,2006.0,SAU,24498313.0,335440.002441406,6842.75688697422,1736740.0,9770.0
1662,Serbia,0.565,2006.0,SRB,7411569.0,53009.9983215332,4040.44002019006,35370.0,26118.0
1665,Slovenia,0.899,2006.0,SVN,2006868.0,16290.0009155273,7123.53777129338,4910.0,12414.0
1667,Spain,1.485,2006.0,ESP,44397319.0,341779.998779297,6105.07584928721,286130.0,179647.76
1669,Suriname,1.026,2006.0,SUR,505292.0,1529.99997138977,2762.75895917608,728.0,153162.64
1670,Sweden,1.491,2006.0,SWE,9080505.0,48900.0015258789,15262.5872679989,31630.0,281090.0
1671,Syrian Arab Republic,1.026,2006.0,SYR,19059257.0,60209.9990844727,1537.88786205045,138770.0,4680.8
1672,Thailand,0.628,2006.0,THA,65812540.0,219880.004882813,2005.25614115486,197000.0,196430.0
1673,Togo,1.095,2006.0,TGO,5762881.0,1570.00005245209,108.452699266218,32800.0,12507.076
1675,Tunisia,1.464,2006.0,TUN,10201211.0,23899.9996185303,1107.61359607207,98060.0,6795.98
1676,Turkmenistan,1.718,2006.0,TKM,4810114.0,51919.9981689453,2115.54237591874,347000.0,41270.0
1678,Ukraine,0.282,2006.0,UKR,46787786.0,303989.990234375,3399.51969516147,412840.0,95328.0
1679,United Kingdom,1.238,2006.0,GBR,60846820.0,542059.997558594,6200.5541127704,178380.0,30170.0
1680,Uruguay,0.539,2006.0,URY,3325403.0,6329.99992370605,2224.69276656093,146950.0,15863.8
1681,Uzbekistan,1.55,2006.0,UZB,26488250.0,127360.000610352,1755.75962926958,263220.0,31943.444
1682,Zimbabwe,-0.042,2006.0,ZWE,12155496.0,9829.99992370605,871.951255629552,163000.0,180895.6
1684,Algeria,1.31,2007.0,DZA,34166976.0,102750.0,894.28458637955,412520.0,18163.0
1687,Armenia,0.735,2007.0,ARM,2932615.0,5199.99980926514,1773.16149579812,17519.0,3311.84
1688,Australia,0.864,2007.0,AUS,20827600.0,385750.0,10972.8917398068,3983555.0,1302265.0
1689,Azerbaijan,1.029,2007.0,AZE,8581300.0,27629.9991607666,2118.21052754245,47565.0,10189.122
1690,Bahrain,1.058,2007.0,BHR,1035924.0,23000.0,20592.2442186879,84.0,4.75
1692,Belgium,1.875,2007.0,BEL,10625700.0,104589.996337891,8614.67950346801,13669.0,6830.99
1695,Bosnia and Herzegovina,1.909,2007.0,BIH,3762791.0,18889.9993896484,2382.53998162534,21490.0,21053.57
1696,Brazil,1.059,2007.0,BRA,190130445.0,352559.997558594,2167.60656085352,2296718.0,5234330.7
1697,Brunei Darussalam,0.546,2007.0,BRN,374967.0,7139.9998664856,8614.09137337419,114.0,3851.0
1700,Cameroon,0.776,2007.0,CMR,18730283.0,6130.00011444092,253.760180772496,92130.0,211095.83
1703,Chile,-0.327,2007.0,CHL,16530201.0,64569.9996948242,3339.46332534009,157320.0,164528.0
1704,Colombia,0.693,2007.0,COL,43737512.0,59180.0003051758,988.579322939083,424360.0,613861.03
1705,Costa Rica,0.676,2007.0,CRI,4404626.0,7599.99990463257,1885.5176353225,18000.0,28670.06
1706,Croatia,1.99,2007.0,HRV,4310217.0,22879.9991607666,3846.67407696643,12020.0,19095.0
1707,Cyprus,0.835,2007.0,CYP,1063708.0,8310.0004196167,4377.14109511257,1472.0,1724.71
1709,Dominican Republic,1.202,2007.0,DOM,9338856.0,20629.9991607666,1359.05297179869,24170.0,20429.25
1711,Estonia,2.266,2007.0,EST,1340680.0,19979.9995422363,6277.41146283975,9146.0,23068.81
1712,Ethiopia,0.87,2007.0,ETH,80674343.0,5960.00003814697,39.5664827416072,350770.0,180175.0
1714,France,1.403,2007.0,FRA,64016227.0,362829.986572266,7513.5793304407,292061.0,160797.0
1716,Gabon,0.869,2007.0,GAB,1472565.0,4940.00005722046,969.736480223284,21024.13,236645.87
1717,Georgia,0.925,2007.0,GEO,3860158.0,5630.00011444092,1829.97690768098,25170.0,28038.6
1718,Ghana,0.94,2007.0,GHA,22963946.0,9119.99988555908,241.291283301224,145393.66,82146.34
1719,Greece,1.146,2007.0,GRC,11048473.0,104309.997558594,5701.33085359398,77530.0,38113.31
1721,Guatemala,0.747,2007.0,GTM,13477017.0,12409.9998474121,552.496149555944,44140.0,38685.8
1723,Haiti,1.133,2007.0,HTI,9495336.0,2049.99995231628,25.4861965916741,18200.0,3790.61
1724,Honduras,0.817,2007.0,HND,7808520.0,8539.99996185303,634.947467637913,31600.0,66363.1
1725,Iceland,1.103,2007.0,ISL,311566.0,2380.00011444092,36852.5448861557,18760.0,402.18
1726,Indonesia,0.443,2007.0,IDN,232374239.0,379959.991455078,546.153483045941,530000.0,1001454.4
1727,Iraq,0.862,2007.0,IRQ,27911242.0,76650.0015258789,782.050472709169,91400.0,8229.0
1729,Italy,1.557,2007.0,ITA,58438310.0,459369.995117188,5804.32596356739,141620.0,88304.03
1730,Japan,0.99,2007.0,JPN,128001000.0,1225069.94628906,8710.0257029242,46500.0,249390.0
1731,Kazakhstan,2.226,2007.0,KAZ,15484192.0,198389.999389648,4487.28613026757,2114356.0,31046.034
1733,Latvia,2.2,2007.0,LVA,2200325.0,8529.99973297119,3169.07729539954,18390.0,33327.84
1735,Libya,0.914,2007.0,LBY,5974786.0,49389.9993896484,3792.77182479841,153850.0,2170.0
1736,Lithuania,2.191,2007.0,LTU,3231294.0,13210.000038147,3564.20678526931,26959.0,21250.0
1738,Malaysia,0.598,2007.0,MYS,26720367.0,189940.002441406,3272.8966634328,71072.0,191707.6
1743,Montenegro,1.756,2007.0,MNE,615875.0,2099.99990463257,6564.6437994723,5140.0,7667.0
1744,Morocco,1.187,2007.0,MAR,31163670.0,46349.9984741211,717.277522191706,299600.0,56241.61
1745,Myanmar,0.434,2007.0,MMR,49621479.0,10390.0003433228,89.4572287940067,119840.0,324691.33
1747,Netherlands,2.061,2007.0,NLD,16381696.0,164550.003051758,7157.37857667485,19144.0,3692.86
1749,Nicaragua,0.915,2007.0,NIC,5590066.0,4699.99980926514,458.491903315632,51850.0,45515.01
1750,Nigeria,0.942,2007.0,NGA,146339971.0,81120.002746582,138.909416621382,673271.02,237498.98
1751,Norway,1.703,2007.0,NOR,4709153.0,37750.0,24855.00046399,10320.0,121053.0
1753,Panama,0.628,2007.0,PAN,3453671.0,7480.00001907349,1571.95054190165,22318.0,43622.35
1754,Paraguay,0.356,2007.0,PRY,5998430.0,3720.00002861023,978.75610784822,191333.58,205966.42
1755,Philippines,0.752,2007.0,PHL,89405482.0,73220.0012207031,581.653371098654,117900.0,69805.82
1756,Poland,2.151,2007.0,POL,38120560.0,313380.004882813,3661.64610383478,154690.0,92480.0
1758,Russian Federation,2.495,2007.0,RUS,142805114.0,1658150.02441406,6286.04939176058,2154630.0,8133754.7
1760,Saudi Arabia,0.728,2007.0,SAU,25184589.0,354619.995117188,6942.53934419974,1736750.0,9770.0
1761,Serbia,1.901,2007.0,SRB,7381579.0,51459.9990844727,4159.13722524679,35729.0,26371.0
1764,Slovenia,2.201,2007.0,SVN,2018122.0,16280.0006866455,7137.82417514897,4980.0,12428.0
1766,Spain,0.794,2007.0,ESP,45226803.0,354679.992675781,6054.37443809592,280040.0,181099.17
1768,Suriname,0.998,2007.0,SUR,511181.0,1409.9999666214,2768.09975331634,700.0,153121.63
1769,Sweden,1.935,2007.0,SWE,9148092.0,47139.9993896484,15257.9357531603,31370.0,281000.0
1770,Syrian Arab Republic,0.802,2007.0,SYR,19878257.0,63599.9984741211,1540.32619660768,138970.0,4740.8
1771,Thailand,0.497,2007.0,THA,66182064.0,224589.996337891,2080.24639424966,198000.0,197505.0
1772,Togo,0.989,2007.0,TGO,5920360.0,1500.0,102.358640352952,34950.0,12477.482
1774,Tunisia,1.589,2007.0,TUN,10304729.0,24750.0,1151.02493233932,98050.0,6815.56
1775,Turkmenistan,1.157,2007.0,TKM,4870142.0,58479.9995422363,2254.34905183463,345500.0,41270.0
1777,Ukraine,2.383,2007.0,UKR,46509355.0,312140.014648438,3528.92444971555,412660.0,95366.0
1778,United Kingdom,1.321,2007.0,GBR,61322463.0,530500.0,6102.39676772278,176470.0,30275.0
1779,Uruguay,0.094,2007.0,URY,3331753.0,5849.99990463257,2419.14691755361,145500.0,16226.1
1780,Uzbekistan,1.363,2007.0,UZB,26868000.0,122580.001831055,1664.06133690636,261410.0,32331.583
1781,Zimbabwe,0.363,2007.0,ZWE,12255920.0,9760.00022888184,760.204048329297,162000.0,180434.9
1783,Algeria,1.282,2008.0,DZA,34730604.0,107750.0,947.291328420318,413090.0,18502.0
1786,Armenia,0.88,2008.0,ARM,2907615.0,5690.00005722046,1669.40946445798,17488.0,3309.76
1787,Australia,0.553,2008.0,AUS,21249200.0,388940.002441406,10749.1105547503,3892880.0,1299997.0
1788,Azerbaijan,0.976,2008.0,AZE,8763400.0,30450.0007629395,2040.76043544743,47567.0,10234.397
1789,Bahrain,1.299,2008.0,BHR,1114645.0,24760.0002288818,18491.0890911456,82.0,4.9
1791,Belgium,1.247,2008.0,BEL,10709973.0,106930.000305176,8521.49673953426,13653.0,6853.56
1794,Bosnia and Herzegovina,1.42,2008.0,BIH,3754261.0,20760.0002288818,2986.47323667694,21300.0,21044.58
1795,Brazil,0.796,2008.0,BRA,192030362.0,373630.004882813,2229.84529915118,2303926.0,5194822.8
1796,Brunei Darussalam,0.381,2008.0,BRN,379418.0,7909.99984741211,8589.47124279818,114.0,3834.0
1799,Cameroon,0.728,2008.0,CMR,19252674.0,6389.9998664856,267.131724143877,92630.0,210398.82
1802,Chile,0.383,2008.0,CHL,16708255.0,67989.9978637695,3338.28996505021,157840.0,165436.2
1803,Colombia,0.413,2008.0,COL,44254972.0,59779.9987792969,988.453907506709,426140.0,611933.32
1804,Costa Rica,0.245,2008.0,CRI,4463123.0,7519.99998092651,1889.03599564699,17930.0,28684.04
1805,Croatia,1.464,2008.0,HRV,4309705.0,21729.9995422363,3990.29631958568,12891.0,19130.0
1806,Cyprus,1.05,2008.0,CYP,1081568.0,8489.99977111816,4554.49865380633,1156.0,1725.94
1808,Dominican Republic,0.625,2008.0,DOM,9458079.0,20579.9999237061,1377.86964985173,23970.0,20529.9
1810,Estonia,2.607,2008.0,EST,1337090.0,18399.9996185303,6364.56783013858,9068.0,23165.94
1811,Ethiopia,0.79,2008.0,ETH,82916236.0,6489.99977111816,40.9931777414498,345130.0,179445.0
1813,France,0.982,2008.0,FRA,64374979.0,357989.990234375,7643.45103708694,291101.0,161928.0
1815,Gabon,0.759,2008.0,GAB,1518538.0,5269.99998092651,981.865452165175,21074.72,236595.28
1816,Georgia,0.716,2008.0,GEO,3848449.0,4840.00015258789,1881.53721148442,25140.0,28100.4
1817,Ghana,0.696,2008.0,GHA,23563832.0,8659.99984741211,261.290268917212,146299.34,81240.66
1818,Greece,0.934,2008.0,GRC,11077841.0,100410.003662109,5805.19254609269,76570.0,38414.883
1820,Guatemala,0.442,2008.0,GTM,13739299.0,11239.9997711182,540.857288279409,41380.0,38199.2
1822,Haiti,0.696,2008.0,HTI,9646570.0,2029.99997138977,23.7390077509415,17700.0,3788.34
